"age","risk"
0,0
6,0.01062417
7,0.01062417
8,0.02124834
10,0.03187251
12,0.03187251
14,0.054448871
18,0.078353254
23,0.0793237310769232
29,0.090969456
35,0.0980181840000001
73,0.1062417
